reaction_id,reaction_class,role,parent_id,reaction_name,stoichiometry,equation,primary_target,derived_target,internal_unit,solvent_policy,selected_for_calibration,split,anchor_type,assigned_solvent_ids,source_id
RXN_SIG_M090,sigma_dimerization,monomer_sigma,M090,"Sigma coupling of 3,6-Bis(thiophen-2-yl)-2,5-dioctyl-DPP (TDPP-Oct) radical cations",M090_QP1_M2:-2;D090_QP2_M1:+1,2 M090_QP1_M2 -> D090_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M091,sigma_dimerization,monomer_sigma,M091,"Sigma coupling of N,N′-Dimethylisoindigo radical cations",M091_QP1_M2:-2;D091_QP2_M1:+1,2 M091_QP1_M2 -> D091_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M092,sigma_dimerization,monomer_sigma,M092,"Sigma coupling of N,N′-Dioctylisoindigo radical cations",M092_QP1_M2:-2;D092_QP2_M1:+1,2 M092_QP1_M2 -> D092_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M093,sigma_dimerization,monomer_sigma,M093,"Sigma coupling of 4,9-bis(thiophen-2-yl)-[1,2,5]thiadiazolo[3,4-g]quinoxaline (TTDQ) radical cations",M093_QP1_M2:-2;D093_QP2_M1:+1,2 M093_QP1_M2 -> D093_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M094,sigma_dimerization,monomer_sigma,M094,"Sigma coupling of Cyclopenta[2,1-b:3,4-b′]dithiophene (CPDT) radical cations",M094_QP1_M2:-2;D094_QP2_M1:+1,2 M094_QP1_M2 -> D094_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,1,train,,S025;S020;S013;S003,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M095,sigma_dimerization,monomer_sigma,M095,"Sigma coupling of 4,4-Dimethyl-CPDT radical cations",M095_QP1_M2:-2;D095_QP2_M1:+1,2 M095_QP1_M2 -> D095_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M096,sigma_dimerization,monomer_sigma,M096,"Sigma coupling of 4,4-Dihexyl-CPDT radical cations",M096_QP1_M2:-2;D096_QP2_M1:+1,2 M096_QP1_M2 -> D096_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,1,val,,S001;S007;S022;S017,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M097,sigma_dimerization,monomer_sigma,M097,"Sigma coupling of Dithieno[3,2-b:2′,3′-d]pyrrole (DTP) radical cations",M097_QP1_M2:-2;D097_QP2_M1:+1,2 M097_QP1_M2 -> D097_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M098,sigma_dimerization,monomer_sigma,M098,"Sigma coupling of N-Octyl-dithieno[3,2-b:2′,3′-d]pyrrole radical cations",M098_QP1_M2:-2;D098_QP2_M1:+1,2 M098_QP1_M2 -> D098_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M099,sigma_dimerization,monomer_sigma,M099,"Sigma coupling of Indaceno[1,2-b:5,6-b′]dithiophene (IDT) radical cations",M099_QP1_M2:-2;D099_QP2_M1:+1,2 M099_QP1_M2 -> D099_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M100,sigma_dimerization,monomer_sigma,M100,"Sigma coupling of Acenaphtho[1,2-c]pyrrole radical cations",M100_QP1_M2:-2;D100_QP2_M1:+1,2 M100_QP1_M2 -> D100_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
